"OID","Country or Area","Year","Description","Magnitude","Value"
"92246L..ZK...","RUSSIAN FEDERATION","2007","LOANS","RUSSIAN RUBLES","8800000000"
"92246C..ZK...","RUSSIAN FEDERATION","2007","LIABILITIES TO NONRESIDENTS","RUSSIAN RUBLES","21600000000"
"92246D..ZK...","RUSSIAN FEDERATION","2007","LIABILITIES TO CENTRAL GOVERNMENT","RUSSIAN RUBLES","5800000000"
"92246R..ZK...","RUSSIAN FEDERATION","2007","INSURANCE TECHNICAL RESERVES","RUSSIAN RUBLES","724300000000"
"92246M..ZK...","RUSSIAN FEDERATION","2007","FINANCIAL DERIVATIVES","RUSSIAN RUBLES","0"
"92246B..ZK...","RUSSIAN FEDERATION","2007","DEPOSITS","RUSSIAN RUBLES","0"
"92246S..ZK...","RUSSIAN FEDERATION","2006","SECURITIES OTHER THAN SHARES","RUSSIAN RUBLES","2100000000"
"92246L..ZK...","RUSSIAN FEDERATION","2006","LOANS","RUSSIAN RUBLES","6100000000"
"92246C..ZK...","RUSSIAN FEDERATION","2006","LIABILITIES TO NONRESIDENTS","RUSSIAN RUBLES","22500000000"
"92246D..ZK...","RUSSIAN FEDERATION","2006","LIABILITIES TO CENTRAL GOVERNMENT","RUSSIAN RUBLES","7000000000"
"92246R..ZK...","RUSSIAN FEDERATION","2006","INSURANCE TECHNICAL RESERVES","RUSSIAN RUBLES","565900000000"
"92246M..ZK...","RUSSIAN FEDERATION","2006","FINANCIAL DERIVATIVES","RUSSIAN RUBLES","0"
"92246B..ZK...","RUSSIAN FEDERATION","2006","DEPOSITS","RUSSIAN RUBLES","0"
"92246S..ZK...","RUSSIAN FEDERATION","2005","SECURITIES OTHER THAN SHARES","RUSSIAN RUBLES","2100000000"
"92246L..ZK...","RUSSIAN FEDERATION","2005","LOANS","RUSSIAN RUBLES","5800000000"
"92246C..ZK...","RUSSIAN FEDERATION","2005","LIABILITIES TO NONRESIDENTS","RUSSIAN RUBLES","22700000000"
"92246D..ZK...","RUSSIAN FEDERATION","2005","LIABILITIES TO CENTRAL GOVERNMENT","RUSSIAN RUBLES","6800000000"
"92246R..ZK...","RUSSIAN FEDERATION","2005","INSURANCE TECHNICAL RESERVES","RUSSIAN RUBLES","409700000000"
"92246M..ZK...","RUSSIAN FEDERATION","2005","FINANCIAL DERIVATIVES","RUSSIAN RUBLES","0"
"92246B..ZK...","RUSSIAN FEDERATION","2005","DEPOSITS","RUSSIAN RUBLES","0"
"71446CLKZF...","RWANDA","2003","LONG TERM FOREIGN LIABILITIES","RWANDA FRANCS","7772300000"
"71446G.KZF...","RWANDA","2003","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","0"
"71446H.KZF...","RWANDA","2003","CRED. FROM DEPOSIT MONEY BANKS","RWANDA FRANCS","768000000"
"71446CLKZF...","RWANDA","2002","LONG TERM FOREIGN LIABILITIES","RWANDA FRANCS","4140330000"
"71446G.KZF...","RWANDA","2002","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","121200000"
"71446H.KZF...","RWANDA","2002","CRED. FROM DEPOSIT MONEY BANKS","RWANDA FRANCS","0"
"71446CLKZF...","RWANDA","2001","LONG TERM FOREIGN LIABILITIES","RWANDA FRANCS","3705880000"
"71446G.KZF...","RWANDA","2001","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","207060000"
"71446H.KZF...","RWANDA","2001","CRED. FROM DEPOSIT MONEY BANKS","RWANDA FRANCS","0"
"71446CLKZF...","RWANDA","2000","LONG TERM FOREIGN LIABILITIES","RWANDA FRANCS","1027000000"
"71446G.KZF...","RWANDA","2000","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","314000000"
"71446H.KZF...","RWANDA","2000","CRED. FROM DEPOSIT MONEY BANKS","RWANDA FRANCS","0"
"71446CLKZF...","RWANDA","1999","LONG TERM FOREIGN LIABILITIES","RWANDA FRANCS","1021230000"
"71446G.KZF...","RWANDA","1999","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","430930000"
"71446H.KZF...","RWANDA","1999","CRED. FROM DEPOSIT MONEY BANKS","RWANDA FRANCS","0"
"71446CLKZF...","RWANDA","1998","LONG TERM FOREIGN LIABILITIES","RWANDA FRANCS","957000000"
"71446G.KZF...","RWANDA","1998","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","9000000"
"71446H.KZF...","RWANDA","1998","CRED. FROM DEPOSIT MONEY BANKS","RWANDA FRANCS","0"
"71446CLKZF...","RWANDA","1997","LONG TERM FOREIGN LIABILITIES","RWANDA FRANCS","1433000000"
"71446G.KZF...","RWANDA","1997","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","9000000"
"71446H.KZF...","RWANDA","1997","CRED. FROM DEPOSIT MONEY BANKS","RWANDA FRANCS","0"
"71446CLKZF...","RWANDA","1996","LONG TERM FOREIGN LIABILITIES","RWANDA FRANCS","2253200000"
"71446G.KZF...","RWANDA","1996","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","9000000"
"71446H.KZF...","RWANDA","1996","CRED. FROM DEPOSIT MONEY BANKS","RWANDA FRANCS","0"
"71446CLKZF...","RWANDA","1995","LONG TERM FOREIGN LIABILITIES","RWANDA FRANCS","2385500000"
"71446G.KZF...","RWANDA","1995","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","9000000"
"71446H.KZF...","RWANDA","1995","CRED. FROM DEPOSIT MONEY BANKS","RWANDA FRANCS","0"
"71446CLKZF...","RWANDA","1994","LONG TERM FOREIGN LIABILITIES","RWANDA FRANCS","1198900000"
"71446G.KZF...","RWANDA","1994","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","9000000"
"71446H.KZF...","RWANDA","1994","CRED. FROM DEPOSIT MONEY BANKS","RWANDA FRANCS","0"
"71446CLKZF...","RWANDA","1993","LONG TERM FOREIGN LIABILITIES","RWANDA FRANCS","2155300000"
"71446G.KZF...","RWANDA","1993","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","9000000"
"71446H.KZF...","RWANDA","1993","CRED. FROM DEPOSIT MONEY BANKS","RWANDA FRANCS","0"
"71446CLKZF...","RWANDA","1992","LONG TERM FOREIGN LIABILITIES","RWANDA FRANCS","2280700000"
"71446G.KZF...","RWANDA","1992","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","10200000"
"71446H.KZF...","RWANDA","1992","CRED. FROM DEPOSIT MONEY BANKS","RWANDA FRANCS","0"
"71446CLKZF...","RWANDA","1991","LONG TERM FOREIGN LIABILITIES","RWANDA FRANCS","2146800000"
"71446G.KZF...","RWANDA","1991","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","353600000"
"71446H.KZF...","RWANDA","1991","CRED. FROM DEPOSIT MONEY BANKS","RWANDA FRANCS","0"
"71446CLKZF...","RWANDA","1990","LONG TERM FOREIGN LIABILITIES","RWANDA FRANCS","2127100000"
"71446G.KZF...","RWANDA","1990","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","554600000"
"71446H.KZF...","RWANDA","1990","CRED. FROM DEPOSIT MONEY BANKS","RWANDA FRANCS","0"
"71446CLKZF...","RWANDA","1989","LONG TERM FOREIGN LIABILITIES","RWANDA FRANCS","2017400000"
"71446G.KZF...","RWANDA","1989","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","815800000"
"71446H.KZF...","RWANDA","1989","CRED. FROM DEPOSIT MONEY BANKS","RWANDA FRANCS","0"
"71446CLKZF...","RWANDA","1988","LONG TERM FOREIGN LIABILITIES","RWANDA FRANCS","1710500000"
"71446G.KZF...","RWANDA","1988","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","631200000"
"71446H.KZF...","RWANDA","1988","CRED. FROM DEPOSIT MONEY BANKS","RWANDA FRANCS","0"
"71446CLKZF...","RWANDA","1987","LONG TERM FOREIGN LIABILITIES","RWANDA FRANCS","1365600000"
"71446G.KZF...","RWANDA","1987","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","321400000"
"71446H.KZF...","RWANDA","1987","CRED. FROM DEPOSIT MONEY BANKS","RWANDA FRANCS","0"
"71446CLKZF...","RWANDA","1986","LONG TERM FOREIGN LIABILITIES","RWANDA FRANCS","739500000"
"71446G.KZF...","RWANDA","1986","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","547900000"
"71446H.KZF...","RWANDA","1986","CRED. FROM DEPOSIT MONEY BANKS","RWANDA FRANCS","0"
"71446CLKZF...","RWANDA","1985","LONG TERM FOREIGN LIABILITIES","RWANDA FRANCS","874700000"
"71446G.KZF...","RWANDA","1985","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","598100000"
"71446H.KZF...","RWANDA","1985","CRED. FROM DEPOSIT MONEY BANKS","RWANDA FRANCS","0"
"71446CLKZF...","RWANDA","1984","LONG TERM FOREIGN LIABILITIES","RWANDA FRANCS","799800000"
"71446G.KZF...","RWANDA","1984","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","531800000"
"71446H.KZF...","RWANDA","1984","CRED. FROM DEPOSIT MONEY BANKS","RWANDA FRANCS","0"
"71446CLKZF...","RWANDA","1983","LONG TERM FOREIGN LIABILITIES","RWANDA FRANCS","868000000"
"71446G.KZF...","RWANDA","1983","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","601000000"
"71446H.KZF...","RWANDA","1983","CRED. FROM DEPOSIT MONEY BANKS","RWANDA FRANCS","0"
"71446CLKZF...","RWANDA","1982","LONG TERM FOREIGN LIABILITIES","RWANDA FRANCS","575400000"
"71446G.KZF...","RWANDA","1982","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","356200000"
"71446H.KZF...","RWANDA","1982","CRED. FROM DEPOSIT MONEY BANKS","RWANDA FRANCS","0"
"71446CLKZF...","RWANDA","1981","LONG TERM FOREIGN LIABILITIES","RWANDA FRANCS","595800000"
"71446G.KZF...","RWANDA","1981","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","93400000"
"71446H.KZF...","RWANDA","1981","CRED. FROM DEPOSIT MONEY BANKS","RWANDA FRANCS","0"
"71446CLKZF...","RWANDA","1980","LONG TERM FOREIGN LIABILITIES","RWANDA FRANCS","473900000"
"71446G.KZF...","RWANDA","1980","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","35600000"
"71446H.KZF...","RWANDA","1980","CRED. FROM DEPOSIT MONEY BANKS","RWANDA FRANCS","0"
"71446CLKZF...","RWANDA","1979","LONG TERM FOREIGN LIABILITIES","RWANDA FRANCS","556200000"
"71446G.KZF...","RWANDA","1979","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","37800000"
"71446H.KZF...","RWANDA","1979","CRED. FROM DEPOSIT MONEY BANKS","RWANDA FRANCS","80000000"
"71446CLKZF...","RWANDA","1978","LONG TERM FOREIGN LIABILITIES","RWANDA FRANCS","340300000"
"71446G.KZF...","RWANDA","1978","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","40200000"
"71446H.KZF...","RWANDA","1978","CRED. FROM DEPOSIT MONEY BANKS","RWANDA FRANCS","20000000"
"71446CLKZF...","RWANDA","1977","LONG TERM FOREIGN LIABILITIES","RWANDA FRANCS","171800000"
"71446G.KZF...","RWANDA","1977","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","63300000"
"71446H.KZF...","RWANDA","1977","CRED. FROM DEPOSIT MONEY BANKS","RWANDA FRANCS","45000000"
"71446CLKZF...","RWANDA","1976","LONG TERM FOREIGN LIABILITIES","RWANDA FRANCS","110100000"
"71446G.KZF...","RWANDA","1976","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","84800000"
"71446H.KZF...","RWANDA","1976","CRED. FROM DEPOSIT MONEY BANKS","RWANDA FRANCS","70000000"
"71446CLKZF...","RWANDA","1975","LONG TERM FOREIGN LIABILITIES","RWANDA FRANCS","103200000"
"71446G.KZF...","RWANDA","1975","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","156500000"
"71446H.KZF...","RWANDA","1975","CRED. FROM DEPOSIT MONEY BANKS","RWANDA FRANCS","20000000"
"71446G.KZF...","RWANDA","1974","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","117300000"
"71446G.KZF...","RWANDA","1973","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","130100000"
"71446G.KZF...","RWANDA","1972","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","161500000"
"71446G.KZF...","RWANDA","1971","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","121300000"
"71446G.KZF...","RWANDA","1970","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","68500000"
"71446G.KZF...","RWANDA","1969","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","60000000"
"71446G.KZF...","RWANDA","1968","CREDIT FROM MONETARY AUTHORITIES","RWANDA FRANCS","0"
"71846S..ZK...","SEYCHELLES","2009","SECURITIES OTHER THAN SHARES","SEYCHELLES RUPEE","0"
"71846L..ZK...","SEYCHELLES","2009","LOANS","SEYCHELLES RUPEE","0"
"71846C..ZK...","SEYCHELLES","2009","LIABILITIES TO NONRESIDENTS","SEYCHELLES RUPEE","163804000"
"71846D..ZK...","SEYCHELLES","2009","LIABILITIES TO CENTRAL GOVERNMENT","SEYCHELLES RUPEE","0"
"71846R..ZK...","SEYCHELLES","2009","INSURANCE TECHNICAL RESERVES","SEYCHELLES RUPEE","0"
"71846M..ZK...","SEYCHELLES","2009","FINANCIAL DERIVATIVES","SEYCHELLES RUPEE","0"
"71846B..ZK...","SEYCHELLES","2009","DEPOSITS","SEYCHELLES RUPEE","45197000"
"71846S..ZK...","SEYCHELLES","2008","SECURITIES OTHER THAN SHARES","SEYCHELLES RUPEE","0"
"71846B..ZF...","SEYCHELLES","2008","RESTRICTED DEPOSITS","SEYCHELLES RUPEE","0"
"71846L..ZK...","SEYCHELLES","2008","LOANS","SEYCHELLES RUPEE","0"
"71846C..ZK...","SEYCHELLES","2008","LIABILITIES TO NONRESIDENTS","SEYCHELLES RUPEE","100980000"
"71846D..ZK...","SEYCHELLES","2008","LIABILITIES TO CENTRAL GOVERNMENT","SEYCHELLES RUPEE","0"
"71846R..ZK...","SEYCHELLES","2008","INSURANCE TECHNICAL RESERVES","SEYCHELLES RUPEE","0"
"71846C..ZF...","SEYCHELLES","2008","FOREIGN LIABILITIES","SEYCHELLES RUPEE","100980000"
"71846M..ZK...","SEYCHELLES","2008","FINANCIAL DERIVATIVES","SEYCHELLES RUPEE","0"
"71846B..ZK...","SEYCHELLES","2008","DEPOSITS","SEYCHELLES RUPEE","54629000"
"71846H..ZF...","SEYCHELLES","2008","CREDIT FROM OTHER DEPOSITORY CORPORA","SEYCHELLES RUPEE","54629000"
"71846G..ZF...","SEYCHELLES","2008","CREDIT FROM MONETARY AUTHORITIES","SEYCHELLES RUPEE","0"
"71846D..ZF...","SEYCHELLES","2008","CENTRAL GOVERNMENT DEPOSITS","SEYCHELLES RUPEE","0"
"71846S..ZK...","SEYCHELLES","2007","SECURITIES OTHER THAN SHARES","SEYCHELLES RUPEE","0"
"71846B..ZF...","SEYCHELLES","2007","RESTRICTED DEPOSITS","SEYCHELLES RUPEE","0"
"71846L..ZK...","SEYCHELLES","2007","LOANS","SEYCHELLES RUPEE","0"
"71846C..ZK...","SEYCHELLES","2007","LIABILITIES TO NONRESIDENTS","SEYCHELLES RUPEE","77961000"
"71846D..ZK...","SEYCHELLES","2007","LIABILITIES TO CENTRAL GOVERNMENT","SEYCHELLES RUPEE","0"
"71846R..ZK...","SEYCHELLES","2007","INSURANCE TECHNICAL RESERVES","SEYCHELLES RUPEE","0"
"71846C..ZF...","SEYCHELLES","2007","FOREIGN LIABILITIES","SEYCHELLES RUPEE","77961000"
"71846M..ZK...","SEYCHELLES","2007","FINANCIAL DERIVATIVES","SEYCHELLES RUPEE","0"
"71846B..ZK...","SEYCHELLES","2007","DEPOSITS","SEYCHELLES RUPEE","64237000"
"71846H..ZF...","SEYCHELLES","2007","CREDIT FROM OTHER DEPOSITORY CORPORA","SEYCHELLES RUPEE","64237000"
"71846G..ZF...","SEYCHELLES","2007","CREDIT FROM MONETARY AUTHORITIES","SEYCHELLES RUPEE","0"
"71846D..ZF...","SEYCHELLES","2007","CENTRAL GOVERNMENT DEPOSITS","SEYCHELLES RUPEE","0"
"71846S..ZK...","SEYCHELLES","2006","SECURITIES OTHER THAN SHARES","SEYCHELLES RUPEE","0"
"71846B..ZF...","SEYCHELLES","2006","RESTRICTED DEPOSITS","SEYCHELLES RUPEE","0"
"71846L..ZK...","SEYCHELLES","2006","LOANS","SEYCHELLES RUPEE","0"
"71846C..ZK...","SEYCHELLES","2006","LIABILITIES TO NONRESIDENTS","SEYCHELLES RUPEE","68417000"
"71846D..ZK...","SEYCHELLES","2006","LIABILITIES TO CENTRAL GOVERNMENT","SEYCHELLES RUPEE","0"
"71846R..ZK...","SEYCHELLES","2006","INSURANCE TECHNICAL RESERVES","SEYCHELLES RUPEE","0"
"71846C..ZF...","SEYCHELLES","2006","FOREIGN LIABILITIES","SEYCHELLES RUPEE","68417000"
"71846M..ZK...","SEYCHELLES","2006","FINANCIAL DERIVATIVES","SEYCHELLES RUPEE","0"
"71846B..ZK...","SEYCHELLES","2006","DEPOSITS","SEYCHELLES RUPEE","75224000"
"71846H..ZF...","SEYCHELLES","2006","CREDIT FROM OTHER DEPOSITORY CORPORA","SEYCHELLES RUPEE","75224000"
"71846G..ZF...","SEYCHELLES","2006","CREDIT FROM MONETARY AUTHORITIES","SEYCHELLES RUPEE","0"
"71846D..ZF...","SEYCHELLES","2006","CENTRAL GOVERNMENT DEPOSITS","SEYCHELLES RUPEE","0"
"71846S..ZK...","SEYCHELLES","2005","SECURITIES OTHER THAN SHARES","SEYCHELLES RUPEE","0"
"71846B..ZF...","SEYCHELLES","2005","RESTRICTED DEPOSITS","SEYCHELLES RUPEE","0"
"71846L..ZK...","SEYCHELLES","2005","LOANS","SEYCHELLES RUPEE","0"
"71846C..ZK...","SEYCHELLES","2005","LIABILITIES TO NONRESIDENTS","SEYCHELLES RUPEE","139193000"
"71846D..ZK...","SEYCHELLES","2005","LIABILITIES TO CENTRAL GOVERNMENT","SEYCHELLES RUPEE","0"
"71846R..ZK...","SEYCHELLES","2005","INSURANCE TECHNICAL RESERVES","SEYCHELLES RUPEE","0"
"71846C..ZF...","SEYCHELLES","2005","FOREIGN LIABILITIES","SEYCHELLES RUPEE","139193000"
"71846M..ZK...","SEYCHELLES","2005","FINANCIAL DERIVATIVES","SEYCHELLES RUPEE","0"
"71846B..ZK...","SEYCHELLES","2005","DEPOSITS","SEYCHELLES RUPEE","0"
"71846H..ZF...","SEYCHELLES","2005","CREDIT FROM OTHER DEPOSITORY CORPORA","SEYCHELLES RUPEE","0"
"71846G..ZF...","SEYCHELLES","2005","CREDIT FROM MONETARY AUTHORITIES","SEYCHELLES RUPEE","0"
"71846D..ZF...","SEYCHELLES","2005","CENTRAL GOVERNMENT DEPOSITS","SEYCHELLES RUPEE","0"
"71846S..ZK...","SEYCHELLES","2004","SECURITIES OTHER THAN SHARES","SEYCHELLES RUPEE","0"
"71846B..ZF...","SEYCHELLES","2004","RESTRICTED DEPOSITS","SEYCHELLES RUPEE","0"
"71846L..ZK...","SEYCHELLES","2004","LOANS","SEYCHELLES RUPEE","0"
"71846C..ZK...","SEYCHELLES","2004","LIABILITIES TO NONRESIDENTS","SEYCHELLES RUPEE","135341000"
"71846D..ZK...","SEYCHELLES","2004","LIABILITIES TO CENTRAL GOVERNMENT","SEYCHELLES RUPEE","0"
"71846R..ZK...","SEYCHELLES","2004","INSURANCE TECHNICAL RESERVES","SEYCHELLES RUPEE","0"
"71846C..ZF...","SEYCHELLES","2004","FOREIGN LIABILITIES","SEYCHELLES RUPEE","135341000"
"71846M..ZK...","SEYCHELLES","2004","FINANCIAL DERIVATIVES","SEYCHELLES RUPEE","0"
"71846B..ZK...","SEYCHELLES","2004","DEPOSITS","SEYCHELLES RUPEE","0"
"71846H..ZF...","SEYCHELLES","2004","CREDIT FROM OTHER DEPOSITORY CORPORA","SEYCHELLES RUPEE","0"
"71846G..ZF...","SEYCHELLES","2004","CREDIT FROM MONETARY AUTHORITIES","SEYCHELLES RUPEE","0"
"71846D..ZF...","SEYCHELLES","2004","CENTRAL GOVERNMENT DEPOSITS","SEYCHELLES RUPEE","0"
"71846S..ZK...","SEYCHELLES","2003","SECURITIES OTHER THAN SHARES","SEYCHELLES RUPEE","0"
"71846B..ZF...","SEYCHELLES","2003","RESTRICTED DEPOSITS","SEYCHELLES RUPEE","0"
"71846L..ZK...","SEYCHELLES","2003","LOANS","SEYCHELLES RUPEE","0"
"71846C..ZK...","SEYCHELLES","2003","LIABILITIES TO NONRESIDENTS","SEYCHELLES RUPEE","126718000"
"71846D..ZK...","SEYCHELLES","2003","LIABILITIES TO CENTRAL GOVERNMENT","SEYCHELLES RUPEE","0"
"71846R..ZK...","SEYCHELLES","2003","INSURANCE TECHNICAL RESERVES","SEYCHELLES RUPEE","0"
"71846C..ZF...","SEYCHELLES","2003","FOREIGN LIABILITIES","SEYCHELLES RUPEE","126718000"
"71846M..ZK...","SEYCHELLES","2003","FINANCIAL DERIVATIVES","SEYCHELLES RUPEE","0"
"71846B..ZK...","SEYCHELLES","2003","DEPOSITS","SEYCHELLES RUPEE","0"
"71846H..ZF...","SEYCHELLES","2003","CREDIT FROM OTHER DEPOSITORY CORPORA","SEYCHELLES RUPEE","0"
"71846G..ZF...","SEYCHELLES","2003","CREDIT FROM MONETARY AUTHORITIES","SEYCHELLES RUPEE","0"
"71846D..ZF...","SEYCHELLES","2003","CENTRAL GOVERNMENT DEPOSITS","SEYCHELLES RUPEE","0"
"71846S..ZK...","SEYCHELLES","2002","SECURITIES OTHER THAN SHARES","SEYCHELLES RUPEE","0"
"71846B..ZF...","SEYCHELLES","2002","RESTRICTED DEPOSITS","SEYCHELLES RUPEE","0"
